31.0447	-86.3119
32.4387	-86.5127
34.2803	-87.6004
30.8703	-87.8193
34.27	-86.86
34.6887	-86.0059
34.4737	-85.7214
30.4605	-87.877
31.3061	-86.3902
34.2316	-86.2481
34.6594	-87.3488
32.5105	-87.3848
32.9143	-85.9613
33.5904	-85.8479
33.5695	-86.0512
32.6	-85.5
32.6151	-85.434
30.6268	-88.0681
33.5655	-86.7449
34.2687	-86.858
30.4605	-87.877
34.6525	-86.9453
31.32	-85.45
32.4638	-87.9541
31.2982	-85.9048
33.1784	-86.7818
33.3126	-86.9263
31.9513	-85.1289
33.9726	-86.0891
31.4158	-87.0441
31.3641	-85.3125
31.346	-85.6543
34.6439	-86.7861
34.6786	-86.6848
33.902	-87.3142
30.2905	-87.6718
31.3558	-85.7511
34.86	-86.56
32.3006	-86.394
30.6883	-88.2456
34.7438	-87.5996
32.3829	-86.3658
30.3891	-87.6353
31.2758	-85.7134
33.5588	-86.2491
31.8457	-86.6108
29.05	-88.0833
33.1718	-86.3055
32.3439	-86.9878
31.3612	-85.8549
33.2119	-87.6161
31.8604	-86.0121
35.65	-112.15
32.9908	-111.9185
31.6072	-110.4281
32.4096	-111.2184
36.9599	-113.0139
33.4204	-112.6862
32.9549	-111.7668
33.27	-111.81
35.3054	-112.1947
32.166	-110.883
31.469	-109.6037
33.6883	-112.0826
32.6341	-110.6467
33.4608	-111.7283
31.5883	-110.3442
35.1403	-111.6722
32.8875	-112.72
35.9461	-112.1547
33.5269	-112.2951
32.8875	-112.7199
33.4224	-112.3736
34.5711	-114.3583
35.1574	-114.5595
35.2577	-113.933
35.0219	-110.7225
33.3078	-111.6555
34.1294	-109.3109
32.86	-114.3967
33.535	-112.383
32.51	-111.3279
32.5095	-114.4673
32.6566	-114.606
31.4208	-110.8458
32.936	-111.4265
32.2454	-109.8946
34.7301	-112.0351
34.2568	-111.3393
36.9261	-111.4484
33.4343	-112.0116
34.65	-112.42
35.6575	-109.0614
32.1422	-111.1746
32.8547	-109.6353
33.6229	-111.9105
34.8486	-111.7884
34.52	-109.38
34.2655	-110.0057
32.1203	-110.938
34.4577	-110.1118
32.6566	-114.606
36.0713	-91.8287
34.8082	-91.7121
36.4042	-90.6479
34.0998	-93.0661
33.228	-93.217
36.1247	-90.9251
36.1764	-94.1193
35.1351	-90.2344
36.37	-92.47
35.7261	-91.6472
35.9643	-89.9439
35.5978	-92.4516
33.6228	-92.7634
35.0199	-92.5551
34.047	-94.3994
35.1201	-90.8265
33.221	-92.8133
36.2909	-92.5902
35.3366	-94.3674
36.0051	-94.1701
35.94	-89.83
34.478	-93.0962
36.2615	-93.1547
35.8317	-90.6464
34.7273	-92.2357
33.64	-91.75
34.9168	-92.1465
34.835	-92.2594
35.6377	-91.1764
34.5454	-94.2026
34.5467	-93.5781
34.8331	-92.2541
34.175	-91.9347
36.3724	-94.107
35.2578	-93.0947
34.5995	-91.575
36.1919	-94.49
35.21	-91.74
34.5904	-92.4794
33.4537	-93.991
36.3457	-94.2194
36.282	-94.307
34.3667	-118.5667
35.6656	-121.2847
34.9908	-117.8631
41.4914	-120.5644
40.9781	-124.1086
33.8977	-117.6024
38.2075	-122.2804
38.9548	-121.0817
33.405	-118.4158
39.1361	-121.4366
38.3636	-119.52
35.4344	-119.0542
37.3731	-118.3636
33.6192	-114.7169
39.275	-120.7098
33.9333	-116.9667
34.2007	-118.3587
35.2805	-116.63
37.8276	-121.6244
34.1116	-117.6874
37.9916	-122.0526
41.7837	-124.238
39.7954	-121.8584
34.2138	-119.0944
33.9753	-117.6361
38.1461	-120.6482
34.0235	-118.2912
33.13	-117.28
36.8933	-121.4103
32.6261	-116.4683
34.8536	-116.7858
35.7456	-119.2365
38.1436	-122.5561
38.5794	-121.8569
37.0816	-121.5968
38.5315	-121.7865
34.9054	-117.8837
34.7664	-114.6233
40.8097	-124.1603
34.086	-118.035
33.5742	-117.1285
36.78	-119.7194
36.7321	-119.8203
40.5539	-124.1327
33.87	-117.98
39.224	-121.0031
34.5666	-117.6704
37.5136	-122.4996
33.9228	-118.3352
36.3114	-119.6232
33.734	-117.022
37.6588	-122.1212
32.8342	-115.5787
35.6587	-117.8295
34.6068	-120.0756
38.3742	-120.7943
33.259	-116.321
33.3542	-117.2509
34.2638	-116.856
35.1015	-120.6224
33.9382	-118.3865
33.8118	-118.1472
38.9092	-121.3513
34.6656	-120.4675
37.6931	-121.8149
36.9849	-120.1107
38.667	-121.4006
37.286	-120.5179
37.3805	-120.5682
38.5553	-121.2972
41.3149	-122.3171
35.059	-118.152
37.6241	-118.8388
37.6258	-120.9544
36.5904	-121.8488
34.2333	-118.0667
32.8157	-117.1396
39.102	-121.5688
33.3011	-117.3552
35.6855	-117.692
32.8292	-115.6717
32.8645	-117.1366
36.333	-119.9521
32.5631	-117.11
33.2398	-119.4582
34.12	-119.12
33.0228	-118.5885
37.4059	-122.049
33.2856	-117.4565
34.2962	-116.1622
33.676	-117.731
32.6922	-117.2098
40.2824	-121.2412
38.0304	-120.4146
36.5886	-118.0493
36.671	-119.451
40.7473	-122.9223
38.2578	-122.6053
40.9828	-122.6937
40.0167	-124.0667
37.7213	-122.2207
36.6815	-121.7617
33.22	-117.35
34.056	-117.6012
39.49	-121.62
34.2008	-119.2072
37.4611	-122.1151
34.6294	-118.0846
34.0916	-117.7818
35.6694	-120.6291
33.8297	-116.5067
36.0273	-119.0629
38.7242	-120.7533
33.9519	-117.4451
40.1519	-122.2536
40.509	-122.2934
37.33	-121.82
33.9	-117.25
33.0392	-116.9152
38.5069	-121.495
32.7339	-117.1845
34.4261	-119.8436
34.0954	-117.2349
35.2381	-120.6441
37.8942	-121.2383
34.7434	-118.7253
32.57	-116.98
32.8262	-116.9724
37.619	-122.3749
41.7737	-122.4682
37.3594	-121.9244
33.79	-118.052
38.6954	-121.5908
34.021	-118.4471
34.9	-120.45
33.6757	-117.8682
36.6635	-121.6093
37.5119	-122.2483
38.5037	-122.811
38.2627	-121.9275
40.3757	-120.5727
37.6889	-121.4416
33.8034	-118.3396
34.636	-120.6161
39.32	-120.1396
33.6267	-116.1597
35.135	-118.4392
38.8939	-119.9953
39.1258	-123.2008
34.7297	-120.5768
38.3775	-121.9575
34.5975	-117.383
34.8495	-120.5996
36.3187	-119.3929
34.2097	-118.4892
34.2593	-118.4134
34.7411	-118.2186
36.9394	-121.79
34.7275	-120.5783
38.1	-106.17
39.7939	-105.7639
40.6319	-103.8371
38.428	-105.1058
40.0537	-106.369
40.1003	-102.241
40.1046	-102.7128
40.7503	-106.2715
40.45	-106.75
39.05	-105.514
40.0956	-108.7593
37.6941	-104.7881
39.426	-107.379
38.7825	-106.2181
37.4587	-102.618
38.7578	-104.3083
38.8142	-106.1207
38.9697	-104.8128
38.2388	-108.5633
38.7864	-108.0636
40.1756	-103.222
37.4389	-105.8614
38.5383	-106.0486
39.57	-104.85
39.2232	-106.8689
40.0394	-105.2258
39.9088	-105.1172
39.7017	-104.7517
40.3544	-106.6992
38.0133	-105.3743
39.8689	-105.5533
40.4952	-107.5216
39.475	-106.153
37.303	-108.6281
39.7841	-104.5376
38.8058	-104.7008
37.45	-106.8
40.055	-105.589
38.75	-104.85
39.8328	-104.6575
37.1515	-107.7538
40.0488	-107.8859
39.6426	-106.9177
40.0102	-105.048
38.6784	-104.7566
38.9457	-104.5699
40.334	-103.8041
40.4518	-105.0113
39.7852	-104.5431
39.1342	-108.54
40.0904	-105.9113
38.5339	-106.933
40.4374	-104.6332
40.48	-107.22
40.5694	-102.2727
39.2425	-102.2854
38.07	-102.6881
38.0494	-103.5122
39.2748	-103.6659
40.1637	-105.163
39.2281	-106.3161
39.2231	-104.6422
38.505	-107.8975
38.484	-106.3168
37.2862	-107.056
38.29	-104.4983
37.7138	-106.352
39.5263	-107.7269
40.5162	-106.8663
38.8	-104.5167
37.2833	-102.6139
40.6153	-103.2648
37.2594	-104.3407
37.9538	-107.9085
37.5007	-105.1668
41.6893	-72.8646
41.9381	-72.6825
41.1583	-73.1289
41.37	-73.48
41.33	-72.05
41.7367	-72.6494
41.2638	-72.8868
41.7419	-72.1836
41.51	-72.83
41.4741	-73.1354
41.3839	-72.5059
39.2187	-75.6005
39.1295	-75.466
38.6892	-75.3589
